"artigo";"PR";"DIST";"COR";"VAR";"HIST";"MEAN";"MODE";"QTLE";"SD";"UN";"OUT";"CV";"SKEW";"KURT";"DVIZ";"VRBL";"EXP";"RND";"SMP";"MC";"PCA";"REG"
"20754-73-16728-1-10-20220720.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0
"20755-73-16729-1-10-20220720.txt";0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;4;3;0;0;0;0
"20756-73-16730-1-10-20220720.txt";0;0;0;0;0;6;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
"20757-73-16731-1-10-20220720.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0
"20758-73-16732-1-10-20220720.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
"20759-73-16733-1-10-20220720.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;21;0;0;0;0;0
"20760-73-16734-1-10-20220720.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"20761-73-16735-1-10-20220720.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0
"20762-73-16736-1-10-20220720.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"20763-73-16737-1-10-20220720.txt";0;0;0;0;14;2;0;0;1;0;0;0;1;0;0;0;12;0;0;0;0;0
"20764-73-16738-1-10-20220720.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
"20765-73-16739-1-10-20220720.txt";32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;16;0;0;0
"20766-73-16740-1-10-20220720.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;10;0;0;0;0;0
"20767-73-16741-1-10-20220720.txt";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"20768-73-16742-1-10-20220720.txt";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;24;0;1;0;0;0
"20769-73-16743-1-10-20220720.txt";0;0;0;0;0;14;0;0;0;0;0;0;0;0;5;0;11;0;0;0;0;0
"20770-73-16744-1-10-20220720.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"20771-73-16745-1-10-20220720.txt";0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;23;3;0;0;0;0
"20772-73-16746-1-10-20220720.txt";0;0;0;0;0;9;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"20773-73-16747-1-10-20220720.txt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
